station_id,name_chinese,name_english,latitude,longitude,district_id
022001,环境监测监理中心,HuanJingJianCeJianLiZhongXin,39.557000,116.715000,02201
022002,药材公司,YaoCaiGongSi,39.518000,116.684000,02201
022003,开发区,KaiFaQu,39.575000,116.773000,02201
022004,北华航天学院,BeiHuaHangTianXueYuan,39.533999,116.736999,02201
022005,固安党校,GuAnDangXiao,39.445000,116.305000,02202
022006,香河环保局,XiangHeHuanBaoJu,39.765999,117.009000,02203
022007,文安县环保局,WenAnXianHuanBaoJu,38.880000,116.464000,02204
022008,大厂卫生局,DaChangWeiShengJu,39.890000,116.998000,02205
022009,霸州顺达燃气,BaZhouShunDaRanQi,39.131999,116.398000,02206
022010,三河交通局,SanHeJiaoTongJu,39.988000,117.084999,02207
022011,廊坊市永清环保局,LangFangShiYongQingHuanBaoJu,39.328000,116.505000,02208
022012,廊坊市大城环保局,LangFangShiDaChengHuanBaoJu,38.712000,116.660000,02209
